item_id,time_period,category,silhouette,neckline,sleeve_type,hemline,primary_color,secondary_color,pattern,fabric,sustainability_label,price_segment,year,quarter,search_volume,social_mentions,runway_appearances,celebrity_wears,influencer_posts,retail_availability,price_index,units_sold,return_rate,avg_rating,review_count,trend_score,trending_next_quarter
FSH109308,2021-Q2,Footwear,Relaxed,V-Neck,Three-Quarter,Maxi,Purple,White,Floral,Silk,Conventional,Budget,2021,Q2,3078,143,1,2,58,0.72,195.18,235,12.8,4.16,159,40.7,0
FSH109309,2023-Q3,Footwear,Oversized,V-Neck,Cap,Midi,White,None,Solid,Satin,Conventional,Budget,2023,Q3,1484,574,1,3,767,0.89,95.05,145,4.2,4.03,78,69.8,1
FSH109310,2024-Q2,Footwear,Relaxed,High-Neck,Three-Quarter,Knee-Length,Black,Red,Plaid,Satin,Recycled,Budget,2024,Q2,6484,977,3,2,43,0.4,437.1,202,14.3,4.01,3,55.6,1
FSH109311,2020-Q4,Accessories,Flowy,Square,Sleeveless,Mini,Black,Orange,Solid,Velvet,Conventional,Premium,2020,Q4,7453,62,3,1,544,0.85,263.37,7840,12.4,4.12,267,41.9,0
FSH109312,2017-Q3,Footwear,Relaxed,Square,Bell,Midi,Blue,Purple,Solid,Leather,Sustainable,Premium,2017,Q3,1590,519,4,3,283,0.49,233.52,1332,7.5,4.52,436,64.2,1
FSH109313,2022-Q1,Tops,Fitted,Square,Short,Maxi,Black,None,Animal Print,Velvet,Organic,Mid-Range,2022,Q1,1849,789,2,1,159,0.97,119.89,125,7.8,3.5,8,42.7,0
FSH109314,2015-Q3,Footwear,Flowy,Scoop,Sleeveless,Knee-Length,Black,None,Animal Print,Knit,Recycled,Mid-Range,2015,Q3,6534,1791,6,1,174,0.3,120.0,1581,15.5,4.16,41,45.1,0
FSH109315,2015-Q1,Bottoms,Tailored,High-Neck,Long,Floor-Length,Brown,Grey,Polka Dot,Silk,Sustainable,Premium,2015,Q1,1612,428,3,1,142,0.55,63.08,684,22.8,4.29,9,36.8,0
FSH109316,2019-Q3,Tops,Structured,Crew,Three-Quarter,Maxi,Blue,Multi,Striped,Knit,Recycled,Mid-Range,2019,Q3,5606,567,4,3,175,0.84,234.99,87,8.7,2.92,273,66.1,1
FSH109317,2020-Q2,Tops,Flowy,Scoop,Three-Quarter,Cropped,Purple,Brown,Floral,Polyester,Conventional,Mid-Range,2020,Q2,18639,6433,4,2,96,0.81,396.84,66,22.8,4.01,11,35.3,0
FSH109318,2018-Q2,Tops,Fitted,Off-Shoulder,Three-Quarter,Mini,Green,Brown,Striped,Silk,Conventional,Mid-Range,2018,Q2,4916,750,4,4,25,0.24,494.01,2805,39.0,3.58,23,35.9,0
FSH109319,2018-Q2,Dresses,Relaxed,Scoop,Cap,Knee-Length,Black,Purple,Abstract,Knit,Conventional,Mid-Range,2018,Q2,4872,418,3,1,306,0.27,184.85,622,11.2,4.27,692,39.3,0
FSH109320,2018-Q4,Dresses,Relaxed,High-Neck,Cap,Mini,Black,Navy,Striped,Linen,Conventional,Premium,2018,Q4,14819,90,6,2,303,0.14,154.59,129,4.6,2.86,49,31.6,0
FSH109321,2023-Q1,Dresses,Tailored,High-Neck,Sleeveless,Midi,Grey,Grey,Plaid,Velvet,Sustainable,Budget,2023,Q1,702,2949,4,1,5,0.43,76.12,303,27.7,3.8,86,39.8,0
FSH109322,2018-Q1,Accessories,Oversized,Off-Shoulder,Short,Mini,Purple,Beige,Solid,Knit,Conventional,Mid-Range,2018,Q1,255,863,1,3,259,0.63,453.06,2326,14.4,4.16,158,46.3,0
FSH109323,2024-Q2,Accessories,Fitted,V-Neck,Long,Midi,Grey,Grey,Solid,Leather,Conventional,Mid-Range,2024,Q2,1186,42,4,1,844,0.11,452.65,170,10.3,3.46,26,42.4,0
FSH109324,2017-Q4,Bottoms,Relaxed,High-Neck,Short,Floor-Length,Beige,Black,Solid,Linen,Upcycled,Budget,2017,Q4,1445,1707,3,6,350,0.44,182.96,969,19.7,3.73,10,53.4,1
FSH109325,2024-Q2,Footwear,Fitted,V-Neck,Bell,Knee-Length,Blue,White,Solid,Denim,Conventional,Budget,2024,Q2,1919,493,6,1,44,0.54,334.83,81,11.7,3.76,323,32.2,0
FSH109326,2024-Q3,Dresses,Relaxed,V-Neck,Short,Maxi,Black,Orange,Floral,Cotton,Organic,Budget,2024,Q3,448,878,3,3,46,0.52,91.41,472,23.0,4.64,52,61.3,1
FSH109327,2023-Q1,Accessories,Oversized,Crew,Long,Knee-Length,Blue,Orange,Striped,Polyester,Conventional,Luxury,2023,Q1,1237,3873,2,2,560,0.99,288.98,2080,15.8,4.15,29,70.8,1
FSH109328,2023-Q1,Bottoms,Relaxed,Square,Cap,Maxi,White,Pink,Floral,Denim,Recycled,Mid-Range,2023,Q1,27732,2470,4,2,81,0.89,191.98,87,5.9,4.64,50,59.5,1
FSH109329,2022-Q1,Dresses,Fitted,V-Neck,Three-Quarter,Floor-Length,Orange,Brown,Plaid,Wool,Conventional,Mid-Range,2022,Q1,4224,2913,1,4,593,0.54,158.47,1679,19.3,4.52,18,41.9,0
FSH109330,2016-Q1,Dresses,Fitted,Scoop,Cap,Maxi,Navy,None,Floral,Silk,Organic,Mid-Range,2016,Q1,2783,7164,4,2,196,0.52,228.28,145,7.2,4.25,247,59.8,1
FSH109331,2016-Q2,Tops,Structured,Square,Three-Quarter,Mini,Navy,None,Floral,Satin,Organic,Mid-Range,2016,Q2,4842,872,3,2,12,0.42,344.49,1155,12.3,4.34,30,31.8,0
FSH109332,2022-Q3,Dresses,Structured,V-Neck,Three-Quarter,Maxi,Navy,None,Floral,Wool,Conventional,Premium,2022,Q3,4884,7597,7,3,147,0.38,262.28,65,20.3,3.85,20,44.2,0
FSH109333,2018-Q4,Tops,Oversized,Square,Cap,Cropped,Green,Pink,Striped,Wool,Organic,Premium,2018,Q4,1234,690,2,2,831,0.52,305.04,4728,13.3,4.81,52,57.0,1
FSH109334,2022-Q3,Dresses,Flowy,Crew,Short,Cropped,Black,None,Solid,Velvet,Recycled,Mid-Range,2022,Q3,1203,305,3,1,70,0.55,209.09,11931,22.4,4.5,6,59.9,1
FSH109335,2021-Q1,Tops,Fitted,High-Neck,Three-Quarter,Mini,Black,Yellow,Striped,Cotton,Organic,Premium,2021,Q1,6476,2694,3,1,435,0.2,247.75,1920,26.7,4.58,227,46.5,0
FSH109336,2023-Q1,Tops,Fitted,High-Neck,Cap,Mini,Blue,Black,Solid,Leather,Conventional,Budget,2023,Q1,859,431,3,1,30,0.96,236.53,714,12.0,5.0,39,49.0,0
FSH109337,2018-Q1,Accessories,Flowy,Off-Shoulder,Short,Knee-Length,Orange,None,Striped,Silk,Conventional,Budget,2018,Q1,1278,750,6,1,42,0.13,439.42,39,17.9,4.74,161,27.8,0
FSH109338,2017-Q2,Tops,Relaxed,V-Neck,Long,Cropped,Brown,Red,Solid,Leather,Sustainable,Mid-Range,2017,Q2,1218,34,5,2,58,0.39,234.03,168,8.6,4.35,25,37.6,0
FSH109339,2020-Q4,Tops,Oversized,Scoop,Three-Quarter,Floor-Length,White,None,Solid,Wool,Sustainable,Luxury,2020,Q4,13566,893,2,4,160,0.28,201.72,3454,16.1,3.8,63,56.2,1
FSH109340,2017-Q2,Outerwear,Tailored,Off-Shoulder,Short,Cropped,Beige,Beige,Solid,Linen,Recycled,Luxury,2017,Q2,3017,283,3,1,67,0.41,345.97,36,34.0,4.27,106,44.9,0
FSH109341,2022-Q3,Footwear,Oversized,Off-Shoulder,Three-Quarter,Maxi,White,Pink,Solid,Wool,Recycled,Mid-Range,2022,Q3,3265,676,3,2,359,0.7,103.09,2359,2.2,4.04,74,58.7,1
FSH109342,2018-Q1,Tops,Fitted,Crew,Bell,Knee-Length,Blue,Orange,Solid,Wool,Sustainable,Mid-Range,2018,Q1,1550,3959,2,0,109,0.15,323.95,858,40.0,4.24,30,30.3,0
FSH109343,2015-Q3,Footwear,Tailored,High-Neck,Short,Knee-Length,White,Multi,Striped,Leather,Recycled,Premium,2015,Q3,13354,7217,1,5,103,0.33,146.81,420,8.2,3.05,508,47.6,0
FSH109344,2023-Q2,Tops,Fitted,V-Neck,Long,Knee-Length,Green,Beige,Abstract,Silk,Recycled,Premium,2023,Q2,554,199,3,2,64,0.9,291.42,470,6.2,4.56,233,63.4,1
FSH109345,2021-Q4,Dresses,Structured,Square,Three-Quarter,Midi,Grey,Blue,Geometric,Polyester,Conventional,Mid-Range,2021,Q4,5501,2876,4,6,71,0.27,315.74,332,25.4,4.5,3,70.6,1
FSH109346,2019-Q3,Tops,Relaxed,Square,Cap,Maxi,Pink,Blue,Plaid,Linen,Recycled,Premium,2019,Q3,1258,3540,7,4,79,0.38,235.46,1236,7.3,3.21,25,65.0,1
FSH109347,2020-Q3,Outerwear,Oversized,V-Neck,Bell,Mini,Green,Purple,Floral,Polyester,Sustainable,Budget,2020,Q3,3358,106,4,0,144,0.87,411.24,758,20.9,4.07,17,60.0,1
FSH109348,2022-Q4,Tops,Oversized,High-Neck,Bell,Floor-Length,Yellow,Green,Floral,Wool,Sustainable,Budget,2022,Q4,7575,3118,3,1,167,0.68,445.63,657,15.8,4.85,8,59.2,1
FSH109349,2018-Q1,Outerwear,Oversized,Square,Bell,Knee-Length,Navy,Grey,Solid,Leather,Organic,Budget,2018,Q1,1060,49,3,1,286,0.36,178.97,1468,37.4,4.31,6442,46.3,0
FSH109350,2023-Q1,Tops,Flowy,Crew,Short,Maxi,Grey,Yellow,Solid,Cotton,Recycled,Premium,2023,Q1,6360,2530,4,1,242,0.34,453.64,830,20.9,4.74,508,50.4,0
FSH109351,2023-Q2,Outerwear,Tailored,Crew,Long,Floor-Length,Blue,White,Polka Dot,Cotton,Conventional,Luxury,2023,Q2,3000,6289,5,2,83,0.12,176.99,567,22.6,3.6,44,32.3,0
FSH109352,2023-Q1,Tops,Fitted,Crew,Three-Quarter,Maxi,Black,Blue,Solid,Leather,Recycled,Premium,2023,Q1,998,3002,1,4,491,0.47,298.53,83,9.3,4.65,55,64.8,1
FSH109353,2016-Q1,Bottoms,Flowy,Scoop,Long,Maxi,Multi,White,Striped,Silk,Recycled,Premium,2016,Q1,9555,465,0,2,29,0.73,159.99,1093,4.1,4.6,430,45.6,0
FSH109354,2015-Q3,Bottoms,Fitted,V-Neck,Long,Cropped,Blue,Black,Striped,Linen,Conventional,Mid-Range,2015,Q3,1147,1096,5,2,45,0.58,191.35,49,12.5,4.6,621,42.9,0
FSH109355,2016-Q3,Outerwear,Fitted,Crew,Three-Quarter,Floor-Length,Black,Brown,Solid,Denim,Conventional,Mid-Range,2016,Q3,769,17718,4,2,74,0.37,256.42,67,23.7,4.23,7,40.3,0
FSH109356,2020-Q4,Tops,Tailored,Crew,Three-Quarter,Mini,Brown,Multi,Animal Print,Knit,Conventional,Luxury,2020,Q4,19186,3510,2,2,331,0.43,284.55,362,35.4,3.65,75,28.6,0
FSH109357,2020-Q2,Footwear,Oversized,High-Neck,Short,Knee-Length,Black,Red,Solid,Satin,Recycled,Mid-Range,2020,Q2,1560,234,3,4,589,0.76,263.71,406,29.4,4.03,5,56.4,1
FSH109358,2020-Q3,Outerwear,Fitted,Off-Shoulder,Bell,Mini,Navy,Pink,Solid,Leather,Sustainable,Mid-Range,2020,Q3,413,2847,4,0,238,0.18,119.17,315,3.4,5.0,50,41.8,0
FSH109359,2022-Q2,Tops,Structured,Off-Shoulder,Cap,Mini,Navy,Black,Floral,Velvet,Conventional,Mid-Range,2022,Q2,7096,206,3,1,192,0.4,113.98,39,9.1,3.64,587,33.6,0
FSH109360,2019-Q2,Accessories,Relaxed,Off-Shoulder,Bell,Cropped,Navy,Black,Floral,Polyester,Sustainable,Mid-Range,2019,Q2,9818,5725,3,3,12,0.29,108.56,125,32.4,4.45,101,54.4,1
FSH109361,2022-Q4,Outerwear,Oversized,V-Neck,Bell,Mini,Brown,Blue,Plaid,Knit,Conventional,Mid-Range,2022,Q4,3297,5380,4,0,53,0.81,305.36,3712,40.0,4.33,22,52.6,1
FSH109362,2016-Q3,Bottoms,Structured,Scoop,Long,Mini,Brown,Multi,Polka Dot,Satin,Upcycled,Premium,2016,Q3,2421,8014,5,0,109,0.31,249.64,198,10.1,4.45,352,37.8,0
FSH109363,2023-Q1,Dresses,Flowy,V-Neck,Bell,Maxi,Pink,Multi,Solid,Satin,Organic,Premium,2023,Q1,2186,37291,2,2,20,0.25,427.13,382,40.0,3.07,489,39.5,0
FSH109364,2016-Q1,Bottoms,Fitted,Square,Three-Quarter,Maxi,Pink,Yellow,Solid,Wool,Conventional,Budget,2016,Q1,247,7428,5,1,591,0.99,379.98,384,37.2,3.83,28,38.5,0
FSH109365,2021-Q4,Dresses,Relaxed,High-Neck,Long,Knee-Length,Navy,Grey,Solid,Leather,Recycled,Mid-Range,2021,Q4,3596,4036,2,2,130,0.58,226.08,303,24.6,4.22,74,47.0,0
FSH109366,2016-Q4,Bottoms,Fitted,Crew,Bell,Midi,Black,Purple,Abstract,Velvet,Conventional,Premium,2016,Q4,10450,1348,1,3,27,0.11,421.03,979,13.3,3.64,5,24.3,0
FSH109367,2018-Q3,Tops,Fitted,V-Neck,Short,Knee-Length,Beige,Grey,Plaid,Knit,Organic,Budget,2018,Q3,1371,2697,2,1,351,0.1,117.7,104,11.7,3.79,18,22.1,0
FSH109368,2015-Q4,Outerwear,Tailored,Off-Shoulder,Short,Knee-Length,Black,Red,Floral,Velvet,Conventional,Mid-Range,2015,Q4,973,4494,2,1,239,0.58,186.67,775,40.0,4.14,16,27.7,0
FSH109369,2023-Q2,Dresses,Tailored,Scoop,Short,Maxi,Purple,White,Floral,Denim,Recycled,Mid-Range,2023,Q2,830,2085,4,2,76,0.95,220.59,547,15.6,4.72,302,63.8,1
FSH109370,2016-Q1,Footwear,Flowy,High-Neck,Cap,Mini,Blue,Green,Solid,Polyester,Conventional,Premium,2016,Q1,784,426,2,0,21,0.36,371.17,135,17.9,3.8,29,17.6,0
FSH109371,2023-Q1,Tops,Structured,Crew,Sleeveless,Cropped,Yellow,Black,Solid,Cotton,Organic,Luxury,2023,Q1,837,6992,2,2,129,0.93,492.64,2460,8.9,3.49,4,59.8,1
FSH109372,2016-Q1,Bottoms,Flowy,Scoop,Sleeveless,Floor-Length,White,Purple,Solid,Cotton,Conventional,Mid-Range,2016,Q1,6245,1053,6,3,115,0.47,435.53,627,10.9,3.85,26,50.8,0
FSH109373,2024-Q2,Footwear,Fitted,V-Neck,Bell,Knee-Length,Blue,Beige,Solid,Polyester,Sustainable,Premium,2024,Q2,1059,417,2,2,567,0.93,98.08,5810,29.8,3.79,231,59.8,1
FSH109374,2023-Q2,Outerwear,Fitted,V-Neck,Sleeveless,Midi,White,Black,Solid,Silk,Conventional,Luxury,2023,Q2,644,345,7,1,365,0.8,165.6,15,17.0,3.35,150,54.5,1
FSH109375,2021-Q2,Tops,Relaxed,Scoop,Cap,Knee-Length,Green,Multi,Geometric,Silk,Conventional,Mid-Range,2021,Q2,929,211,2,3,82,0.66,487.01,94,29.2,4.29,248,47.8,0
FSH109376,2015-Q1,Tops,Flowy,Scoop,Cap,Mini,Red,Blue,Solid,Polyester,Conventional,Budget,2015,Q1,3380,234,1,0,20,0.87,159.87,362,25.9,3.86,112,26.5,0
FSH109377,2015-Q4,Tops,Oversized,Crew,Long,Knee-Length,Blue,None,Solid,Leather,Recycled,Mid-Range,2015,Q4,14050,205,2,0,237,0.9,320.79,5788,40.0,4.67,16,35.4,0
FSH109378,2024-Q3,Bottoms,Oversized,Off-Shoulder,Long,Mini,Brown,Red,Floral,Knit,Conventional,Budget,2024,Q3,24462,597,3,4,636,0.47,250.28,145,11.1,3.47,97,64.2,1
FSH109379,2021-Q2,Tops,Relaxed,Scoop,Short,Mini,Pink,Yellow,Solid,Leather,Conventional,Premium,2021,Q2,18371,1088,2,0,348,0.28,283.45,448,24.0,4.63,10,34.9,0
FSH109380,2023-Q1,Outerwear,Structured,Crew,Cap,Cropped,Red,White,Solid,Polyester,Organic,Premium,2023,Q1,659,2685,1,0,86,0.87,299.47,110,27.2,3.6,29,49.0,0
FSH109381,2023-Q1,Bottoms,Tailored,Scoop,Bell,Cropped,Black,None,Polka Dot,Polyester,Conventional,Mid-Range,2023,Q1,27399,206,1,2,170,0.37,179.69,14224,12.0,3.24,21,40.8,0
FSH109382,2016-Q4,Dresses,Relaxed,Square,Sleeveless,Floor-Length,Beige,Multi,Solid,Wool,Recycled,Luxury,2016,Q4,11806,1621,3,3,314,0.59,211.24,64,8.4,4.5,17,49.8,0
FSH109383,2019-Q4,Tops,Structured,Scoop,Sleeveless,Floor-Length,Navy,Orange,Solid,Cotton,Conventional,Premium,2019,Q4,4459,841,4,1,332,0.34,234.44,49,14.3,3.51,63,33.8,0
FSH109384,2018-Q4,Tops,Relaxed,Square,Long,Knee-Length,Green,Beige,Floral,Leather,Recycled,Premium,2018,Q4,478,1131,5,2,102,0.71,325.73,80,17.4,4.16,726,57.9,1
FSH109385,2020-Q1,Tops,Flowy,Off-Shoulder,Short,Floor-Length,Navy,White,Solid,Linen,Conventional,Premium,2020,Q1,12963,879,3,4,78,0.68,188.96,981,19.3,4.12,99,40.9,0
FSH109386,2021-Q2,Bottoms,Oversized,Crew,Short,Cropped,White,Blue,Solid,Satin,Conventional,Mid-Range,2021,Q2,2221,686,3,4,521,0.9,415.63,1193,11.8,4.64,12,67.4,1
FSH109387,2020-Q3,Bottoms,Relaxed,V-Neck,Bell,Midi,Grey,Pink,Plaid,Leather,Organic,Budget,2020,Q3,1028,546,6,2,229,1.0,120.46,2173,22.1,3.71,39,63.7,1
FSH109388,2019-Q2,Footwear,Oversized,Crew,Three-Quarter,Maxi,Grey,Brown,Floral,Wool,Organic,Mid-Range,2019,Q2,3158,1007,3,2,821,0.46,480.28,3117,6.1,4.26,10,63.8,1
FSH109389,2022-Q3,Dresses,Fitted,Crew,Cap,Floor-Length,Navy,Purple,Solid,Silk,Conventional,Mid-Range,2022,Q3,4083,438,4,1,407,0.77,325.44,64,29.4,4.3,116,35.6,0
FSH109390,2017-Q4,Accessories,Flowy,Crew,Sleeveless,Knee-Length,Black,Multi,Animal Print,Leather,Sustainable,Mid-Range,2017,Q4,1369,94,4,0,292,0.39,307.18,9,7.5,3.85,138,32.3,0
FSH109391,2015-Q1,Tops,Tailored,Off-Shoulder,Bell,Floor-Length,Red,Orange,Solid,Denim,Conventional,Mid-Range,2015,Q1,815,8465,7,2,158,0.52,264.21,117,22.1,3.66,299,47.0,0
FSH109392,2017-Q1,Tops,Oversized,Off-Shoulder,Sleeveless,Cropped,Red,Pink,Solid,Knit,Organic,Mid-Range,2017,Q1,14884,392,6,1,1325,0.65,106.23,230,10.8,4.39,21,60.3,1
FSH109393,2015-Q3,Outerwear,Relaxed,High-Neck,Long,Midi,Purple,White,Animal Print,Denim,Upcycled,Mid-Range,2015,Q3,12987,245,1,3,1554,0.49,75.81,37,40.0,3.84,80,24.7,0
FSH109394,2021-Q2,Footwear,Structured,Square,Long,Maxi,Pink,Navy,Solid,Leather,Recycled,Mid-Range,2021,Q2,1488,4177,1,1,291,0.15,458.77,56,22.4,4.1,13,37.7,0
FSH109395,2017-Q1,Tops,Oversized,V-Neck,Cap,Floor-Length,Orange,White,Geometric,Linen,Conventional,Budget,2017,Q1,25510,3104,3,4,30,0.56,311.06,221,19.3,4.95,164,49.4,0
FSH109396,2018-Q4,Outerwear,Relaxed,Off-Shoulder,Bell,Midi,Red,Navy,Solid,Polyester,Sustainable,Mid-Range,2018,Q4,3072,505,3,0,446,0.75,148.47,383,21.5,4.36,34,54.7,1
FSH109397,2020-Q4,Accessories,Fitted,Square,Bell,Floor-Length,Blue,Navy,Solid,Silk,Conventional,Mid-Range,2020,Q4,5069,263,4,3,53,0.36,292.32,832,23.0,3.36,51,41.8,0
FSH109398,2018-Q2,Footwear,Tailored,Off-Shoulder,Long,Knee-Length,Red,Brown,Solid,Satin,Recycled,Premium,2018,Q2,4102,547,4,1,256,0.16,434.32,5923,9.2,3.64,143,39.7,0
FSH109399,2015-Q3,Dresses,Flowy,Crew,Bell,Maxi,Navy,Yellow,Plaid,Wool,Sustainable,Budget,2015,Q3,256,2181,1,3,29,0.86,145.16,628,20.3,3.18,882,36.5,0
FSH109400,2023-Q2,Footwear,Flowy,Crew,Long,Floor-Length,Black,Blue,Plaid,Silk,Sustainable,Budget,2023,Q2,238,43518,1,0,442,0.41,196.63,255,28.9,3.28,289,32.1,0
FSH109401,2023-Q1,Footwear,Oversized,Square,Sleeveless,Cropped,Grey,Red,Tie-Dye,Denim,Conventional,Premium,2023,Q1,1119,2236,2,3,126,0.52,228.43,737,40.0,4.11,24,52.8,1
FSH109402,2020-Q4,Outerwear,Flowy,Scoop,Cap,Mini,Purple,None,Floral,Wool,Conventional,Mid-Range,2020,Q4,221,3997,3,2,260,0.25,348.62,443,11.1,3.61,49,37.2,0
FSH109403,2017-Q1,Footwear,Structured,Scoop,Sleeveless,Floor-Length,Brown,Green,Abstract,Cotton,Conventional,Mid-Range,2017,Q1,1245,151,6,1,1083,0.86,178.94,1022,10.4,3.7,48,46.1,0
FSH109404,2018-Q1,Accessories,Relaxed,Scoop,Sleeveless,Cropped,Navy,Beige,Floral,Wool,Conventional,Mid-Range,2018,Q1,2215,5497,2,1,117,0.66,382.71,307,10.3,3.88,24,26.3,0
FSH109405,2015-Q2,Bottoms,Flowy,Square,Long,Floor-Length,Grey,Blue,Striped,Leather,Conventional,Mid-Range,2015,Q2,2827,326,4,4,248,0.47,78.61,948,14.8,3.19,450,54.0,1
FSH109406,2016-Q3,Dresses,Tailored,Off-Shoulder,Sleeveless,Floor-Length,Green,Red,Solid,Satin,Recycled,Budget,2016,Q3,1258,223,3,8,249,0.58,174.16,110,4.6,4.21,35,71.5,1
FSH109407,2020-Q1,Bottoms,Tailored,Scoop,Cap,Mini,Blue,Orange,Abstract,Polyester,Organic,Budget,2020,Q1,2815,3301,2,2,8,0.13,155.4,377,18.5,3.87,499,60.6,1
FSH109408,2019-Q3,Dresses,Flowy,V-Neck,Long,Midi,Black,Multi,Striped,Denim,Recycled,Mid-Range,2019,Q3,5606,696,3,5,959,0.71,161.33,145,5.8,3.58,117,62.4,1
FSH109409,2021-Q1,Tops,Flowy,Square,Cap,Floor-Length,Green,Orange,Striped,Linen,Sustainable,Luxury,2021,Q1,3904,2771,2,5,481,0.58,255.24,324,23.2,3.39,9,61.0,1
FSH109410,2020-Q2,Bottoms,Structured,Scoop,Short,Mini,Pink,Purple,Solid,Leather,Conventional,Mid-Range,2020,Q2,6392,14362,5,3,606,0.84,483.03,52,5.5,3.91,19,44.5,0
FSH109411,2017-Q3,Tops,Flowy,High-Neck,Cap,Mini,Blue,Orange,Solid,Polyester,Recycled,Premium,2017,Q3,237,1863,2,0,220,0.97,114.75,7452,40.0,3.23,110,47.6,0
FSH109412,2023-Q1,Outerwear,Oversized,High-Neck,Cap,Midi,Brown,Grey,Solid,Wool,Organic,Mid-Range,2023,Q1,5013,565,1,1,18,0.33,284.18,672,9.7,3.06,3,54.4,1
FSH109413,2022-Q4,Footwear,Relaxed,Crew,Three-Quarter,Floor-Length,Beige,Multi,Plaid,Leather,Sustainable,Mid-Range,2022,Q4,7542,262,4,3,216,0.59,363.91,367,26.0,4.68,52,68.8,1
FSH109414,2020-Q1,Bottoms,Flowy,Off-Shoulder,Bell,Floor-Length,White,Grey,Tie-Dye,Linen,Recycled,Budget,2020,Q1,385,4007,6,2,129,0.3,468.24,765,13.3,3.84,55,43.3,0
FSH109415,2024-Q3,Accessories,Tailored,Square,Bell,Midi,Orange,Navy,Solid,Velvet,Conventional,Budget,2024,Q3,3257,323,1,0,121,0.12,172.45,6426,19.9,3.32,573,18.4,0
FSH109416,2019-Q4,Dresses,Relaxed,High-Neck,Cap,Mini,Brown,Black,Solid,Cotton,Conventional,Mid-Range,2019,Q4,849,3162,4,2,1759,0.17,85.92,981,2.9,3.85,64,37.5,0
FSH109417,2016-Q4,Footwear,Flowy,V-Neck,Sleeveless,Mini,Pink,Navy,Solid,Denim,Organic,Premium,2016,Q4,4237,807,4,2,75,0.87,422.84,216,25.2,4.27,48,50.8,0
FSH109418,2024-Q1,Footwear,Relaxed,Crew,Sleeveless,Knee-Length,Beige,Navy,Floral,Polyester,Conventional,Mid-Range,2024,Q1,25267,3441,0,5,1181,0.55,258.45,77,23.2,3.55,33,34.2,0
FSH109419,2017-Q1,Tops,Tailored,High-Neck,Bell,Cropped,Multi,Red,Plaid,Velvet,Conventional,Mid-Range,2017,Q1,3359,3546,5,1,24,0.99,230.24,426,39.1,4.43,119,42.7,0
FSH109420,2021-Q1,Tops,Structured,Scoop,Long,Maxi,Black,Red,Floral,Polyester,Organic,Mid-Range,2021,Q1,5464,3277,2,2,23,0.59,109.39,296,29.7,4.06,66,53.9,1
FSH109421,2021-Q1,Tops,Structured,High-Neck,Bell,Midi,Orange,Green,Tie-Dye,Polyester,Sustainable,Mid-Range,2021,Q1,1048,80,1,2,732,0.88,457.5,118,6.6,4.37,1092,59.2,1
FSH109422,2023-Q1,Footwear,Flowy,High-Neck,Short,Midi,Beige,Navy,Plaid,Linen,Conventional,Budget,2023,Q1,4042,510,0,1,11,0.39,212.01,207,28.0,4.48,39,35.7,0
FSH109423,2015-Q2,Footwear,Flowy,Crew,Long,Mini,Black,Blue,Solid,Knit,Sustainable,Budget,2015,Q2,2157,768,5,3,538,0.75,438.77,504,6.5,3.88,87,38.4,0
FSH109424,2019-Q3,Tops,Tailored,Off-Shoulder,Cap,Midi,Beige,White,Solid,Wool,Conventional,Budget,2019,Q3,2552,90,3,5,22,0.21,413.51,364,19.3,4.68,15,51.7,0
FSH109425,2019-Q4,Bottoms,Tailored,Scoop,Bell,Cropped,Brown,Purple,Animal Print,Silk,Sustainable,Mid-Range,2019,Q4,10713,1737,0,3,76,0.87,433.01,457,2.4,4.22,22,48.9,0
FSH109426,2022-Q1,Dresses,Fitted,Scoop,Cap,Floor-Length,Beige,Grey,Abstract,Velvet,Conventional,Mid-Range,2022,Q1,1373,199,2,1,84,0.17,97.5,227,12.9,3.59,47,26.0,0
FSH109427,2016-Q2,Bottoms,Fitted,Scoop,Sleeveless,Knee-Length,Red,Brown,Floral,Leather,Organic,Budget,2016,Q2,4076,718,4,3,229,0.87,183.59,1253,12.0,4.48,7,63.4,1
FSH109428,2019-Q1,Accessories,Flowy,Scoop,Cap,Floor-Length,Grey,None,Floral,Velvet,Organic,Mid-Range,2019,Q1,6386,16701,5,1,669,0.95,435.71,68,19.3,3.98,8,60.6,1
FSH109429,2021-Q1,Dresses,Tailored,Off-Shoulder,Bell,Floor-Length,Green,Yellow,Solid,Velvet,Sustainable,Luxury,2021,Q1,26198,154,1,3,103,0.8,50.78,1684,16.2,3.65,45,59.8,1
FSH109430,2024-Q2,Accessories,Relaxed,Scoop,Bell,Knee-Length,Blue,Orange,Solid,Knit,Organic,Budget,2024,Q2,19795,1114,5,2,541,0.23,411.27,772,6.0,3.76,89,66.6,1
FSH109431,2015-Q4,Footwear,Fitted,Off-Shoulder,Bell,Mini,White,White,Plaid,Polyester,Sustainable,Mid-Range,2015,Q4,1497,4711,4,2,350,0.17,243.12,169,30.1,3.53,53,32.1,0
FSH109432,2022-Q2,Accessories,Relaxed,Crew,Cap,Floor-Length,Navy,Pink,Solid,Linen,Upcycled,Luxury,2022,Q2,4340,1391,5,1,314,0.53,306.82,106,34.7,3.68,1131,33.3,0
FSH109433,2019-Q4,Dresses,Relaxed,V-Neck,Sleeveless,Floor-Length,Beige,Blue,Striped,Satin,Conventional,Mid-Range,2019,Q4,43477,1748,1,1,67,0.93,384.59,303,21.5,3.76,41,33.0,0
